disease,symptom_1,symptom_2,symptom_3,symptom_4,symptom_5,symptom_6
Osteoporosis,spine pain,frequent fractures,weakness,,,
Back Pain,lower back ache,stiffness,restricted movement,,,
Back Pain,upper back pain,muscle tightness,fatigue,,,
Back Pain,chronic pain,limited bending,stiffness,,,
Back Pain,sharp lower back pain,difficulty walking,weakness,,,
Back Pain,stiff back,restricted mobility,aching muscles,,,
Back Pain,backache after sitting,long sitting pain,stiffness,,,
Back Pain,upper back stiffness,muscle strain,fatigue,,,
Back Pain,lower back pain,restricted movement,aching,,,
Back Pain,chronic stiffness,limited activity,weakness,,,
Back Pain,back pain while standing,restricted movement,fatigue,,,
Back Pain,sharp back ache,difficulty bending,stiffness,,,
Back Pain,spinal pain,limited mobility,muscle tightness,,,
Back Pain,aching back,restricted lifting,fatigue,,,
Back Pain,stiff lower back,chronic pain,restricted activity,,,
Back Pain,sharp pain after lifting,restricted bending,weakness,,,
Back Pain,back stiffness,restricted mobility,aching,,,
Back Pain,upper back ache,stiffness,limited range,,,
Back Pain,lower back strain,fatigue,restricted use,,,
Back Pain,chronic back pain,weakness,restricted posture,,,
Back Pain,aching spine,limited flexibility,stiffness,,,
Sciatica,sharp leg pain,lower back pain,tingling,,,
Sciatica,shooting pain down leg,numbness,weakness,,,
Sciatica,lower back ache,pain spreading to hip,leg pain,,,
Sciatica,tingling in leg,numb foot,restricted walking,,,
Sciatica,back pain,sharp pain in thigh,tingling,,,
Sciatica,pain from lower back to foot,numbness,weakness,,,
Sciatica,leg weakness,sharp pain,restricted mobility,,,
Sciatica,shooting pain,back pain,tingling in leg,,,
Sciatica,sharp hip pain,leg numbness,difficulty walking,,,
Sciatica,tingling down leg,lower back stiffness,pain,,,
Sciatica,back ache,shooting leg pain,restricted movement,,,
Sciatica,numb foot,sharp thigh pain,tingling,,,
Sciatica,sharp pain spreading down leg,restricted mobility,weakness,,,
Sciatica,lower back stiffness,leg numbness,sharp pain,,,
Sciatica,pain radiating to foot,tingling,weakness,,,
Sciatica,hip ache,shooting pain,restricted use,,,
Sciatica,sharp pain in buttock,leg numbness,difficulty standing,,,
Sciatica,tingling sensation,back pain,restricted walking,,,
Sciatica,sharp shooting pain,weakness,lower back ache,,,
Sciatica,leg pain,numbness,restricted mobility,,,
Spondylitis,back stiffness,spinal pain,restricted movement,,,
Spondylitis,neck pain,stiffness,loss of flexibility,,,
Spondylitis,lower back ache,morning stiffness,fatigue,,,
Spondylitis,spinal inflammation,back pain,restricted posture,,,
Spondylitis,hip pain,stiff back,limited bending,,,
Spondylitis,shoulder stiffness,spine ache,restricted motion,,,
Spondylitis,chronic back pain,stooped posture,fatigue,,,
Spondylitis,neck stiffness,restricted mobility,aching back,,,
Spondylitis,back ache,worse in morning,improves with exercise,,,
Spondylitis,hip stiffness,back pain,fatigue,,,
Spondylitis,restricted spine movement,back ache,stiffness,,,
Spondylitis,spinal pain,loss of posture,bending difficulty,,,
Spondylitis,chronic stiffness,hip ache,restricted range,,,
Spondylitis,aching neck,spine pain,stiff shoulders,,,
Spondylitis,back stiffness,fatigue,restricted activity,,,
Spondylitis,spinal ache,limited flexibility,stooped posture,,,
Spondylitis,stiff back,worse after rest,improves with activity,,,
Spondylitis,hip pain,spine stiffness,restricted walking,,,
Spondylitis,neck ache,back stiffness,loss of function,,,
Spondylitis,spinal stiffness,chronic fatigue,back ache,,,
Fibromyalgia,widespread pain,fatigue,sleep problems,,,
Fibromyalgia,muscle ache,stiffness,tiredness,,,
Fibromyalgia,joint pain,poor sleep,brain fog,,,
Fibromyalgia,body pain,stiff muscles,morning fatigue,,,
Fibromyalgia,tender points,aching muscles,weakness,,,
Fibromyalgia,chronic fatigue,muscle stiffness,back pain,,,
Fibromyalgia,headache,body pain,sleep disturbance,,,
Fibromyalgia,aching arms,leg pain,fatigue,,,
Fibromyalgia,brain fog,confusion,chronic pain,,,
Fibromyalgia,widespread stiffness,tiredness,joint ache,,,
Fibromyalgia,neck pain,shoulder ache,poor concentration,,,
Fibromyalgia,chronic body pain,insomnia,fatigue,,,
Fibromyalgia,muscle tenderness,restricted activity,weakness,,,
Fibromyalgia,stiff muscles,exhaustion,restless sleep,,,
Fibromyalgia,back pain,fatigue,aching joints,,,
Fibromyalgia,widespread pain,tingling,sleep problems,,,
Fibromyalgia,weak grip,muscle ache,stiffness,,,
Fibromyalgia,body pain,poor memory,fatigue,,,
Fibromyalgia,chronic tiredness,aching muscles,insomnia,,,
Fibromyalgia,widespread muscle stiffness,headache,fatigue,,,
Muscle Cramps,sharp leg pain,sudden spasm,tight muscle,,,
Muscle Cramps,calf cramp,night pain,stiff muscle,,,
Muscle Cramps,foot spasm,sharp ache,restricted movement,,,
Muscle Cramps,thigh cramp,sudden pain,muscle tightness,,,
Muscle Cramps,sharp calf pain,spasm at night,restricted walking,,,
Muscle Cramps,foot cramps,aching muscle,tenderness,,,
Muscle Cramps,back spasm,sharp pain,restricted bending,,,
Muscle Cramps,arm cramp,stiffness,sudden pain,,,
Muscle Cramps,neck muscle spasm,restricted motion,ache,,,
Muscle Cramps,leg cramp,night pain,muscle twitch,,,
Muscle Cramps,calf stiffness,sharp ache,restricted mobility,,,
Muscle Cramps,spasm in thigh,pain,weakness,,,
Muscle Cramps,sharp pain in foot,muscle knot,restricted movement,,,
Muscle Cramps,leg stiffness,aching cramp,night pain,,,
Muscle Cramps,back ache,muscle spasm,restricted use,,,
Muscle Cramps,arm spasm,sudden pain,muscle tightness,,,
Muscle Cramps,shoulder cramp,stiffness,sharp ache,,,
Muscle Cramps,foot stiffness,painful spasm,tenderness,,,
Muscle Cramps,sharp calf ache,restricted walking,muscle tightness,,,
Muscle Cramps,thigh pain,cramping,restricted mobility,,,
Tendinitis,joint pain,swelling,tenderness,,,
Tendinitis,elbow ache,stiffness,restricted motion,,,
Tendinitis,shoulder pain,swelling,stiffness,,,
Tendinitis,wrist ache,swollen joint,tender tendon,,,
Tendinitis,knee pain,swelling,restricted bending,,,
Tendinitis,ankle pain,stiffness,swelling,,,
Tendinitis,sharp elbow ache,restricted use,swelling,,,
Tendinitis,shoulder stiffness,swelling,tender joint,,,
Tendinitis,wrist stiffness,aching joint,restricted mobility,,,
Tendinitis,heel pain,swelling,tendon tenderness,,,
Tendinitis,sharp knee pain,restricted walking,swelling,,,
Tendinitis,ankle stiffness,joint swelling,tenderness,,,
Tendinitis,elbow stiffness,sharp pain,restricted motion,,,
Tendinitis,shoulder pain,weakness,swelling,,,
Tendinitis,wrist ache,restricted movement,stiffness,,,
Tendinitis,knee ache,swelling,tender tendon,,,
Tendinitis,ankle swelling,restricted mobility,sharp pain,,,
Tendinitis,sharp shoulder ache,stiffness,tendon pain,,,
Tendinitis,hand pain,restricted grip,swelling,,,
Tendinitis,foot ache,stiff tendon,restricted motion,,,
Acne,red pimples,face spots,oily skin,,,
Acne,blackheads,whiteheads,clogged pores,,,
Acne,facial redness,swollen pimples,skin irritation,,,
Acne,whiteheads,red spots,greasy skin,,,
Acne,blackheads,clogged pores,inflamed skin,,,
Acne,facial acne,red bumps,painful pimples,,,
Acne,pustules,swelling,skin redness,,,
Acne,acne scars,red pimples,spots,,,
Acne,whiteheads,oily skin,inflamed pores,,,
Acne,blackheads,red bumps,skin irritation,,,
Acne,chin acne,swollen pimples,facial redness,,,
Acne,forehead pimples,greasy skin,red spots,,,
Acne,nose blackheads,clogged pores,red pimples,,,
Acne,facial spots,pustules,oily skin,,,
Acne,cheek acne,red bumps,scars,,,
Acne,back acne,red pimples,oily skin,,,
Acne,chest acne,swollen bumps,skin irritation,,,
Acne,pustules,clogged pores,scars,,,
Acne,red painful pimples,whiteheads,skin redness,,,
Acne,facial acne,oily skin,blackheads,,,
Eczema,itchy skin,red patches,dryness,,,
Eczema,skin rash,itching,scaly skin,,,
Eczema,red inflamed skin,itchiness,cracks,,,
Eczema,dry rough skin,itch,redness,,,
Eczema,patchy rash,itching,swelling,,,
Eczema,flaky skin,red spots,itchiness,,,
Eczema,skin dryness,peeling,red rash,,,
Eczema,intense itching,red bumps,scaly patches,,,
Eczema,skin irritation,dry rash,cracks,,,
Eczema,itchy arms,red skin,swelling,,,
Eczema,dry patches,skin inflammation,itch,,,
Eczema,scaly rash,redness,swollen skin,,,
Eczema,itching at night,dry skin,irritation,,,
Eczema,red rash,skin peeling,swelling,,,
Eczema,itchy patches,rough skin,cracks,,,
Eczema,skin rash,flaking,irritation,,,
Eczema,red itchy skin,dry patches,thickened skin,,,
Eczema,skin inflammation,scaly patches,itching,,,
Eczema,dry itchy rash,red patches,swelling,,,
Eczema,skin irritation,cracks,red inflamed rash,,,
Psoriasis,red skin patches,silvery scales,itching,,,
Psoriasis,scaly rash,red plaques,itch,,,
Psoriasis,thickened skin,scales,redness,,,
Psoriasis,skin peeling,red spots,itchy patches,,,
Psoriasis,raised plaques,itch,scaly skin,,,
Psoriasis,itchy elbows,red scales,thick skin,,,
Psoriasis,dry scaly skin,red inflamed patches,itchiness,,,
Psoriasis,red rash,silvery scales,irritation,,,
Psoriasis,itchy patches,scaly buildup,redness,,,
Psoriasis,skin cracking,scales,swelling,,,
Psoriasis,thick red plaques,itchy skin,dryness,,,
Psoriasis,scaly elbows,knee patches,itchiness,,,
Psoriasis,red inflamed plaques,dryness,scales,,,
Psoriasis,skin flakes,itching,rough patches,,,
Psoriasis,scaly scalp,dandruff-like flakes,itch,,,
Psoriasis,thick skin plaques,scaly rash,red patches,,,
Psoriasis,skin irritation,itch,scaly spots,,,
Psoriasis,raised inflamed rash,dry scales,itchy patches,,,
Psoriasis,itching,dry thickened skin,red plaques,,,
Psoriasis,skin scaling,red inflamed patches,roughness,,,
Fungal Infections (Ringworm),itchy ring rash,redness,scaly skin,,,
Fungal Infections (Ringworm),circular rash,itch,raised edges,,,
Fungal Infections (Ringworm),red ring patches,scaly skin,itchiness,,,
Fungal Infections (Ringworm),ring-shaped rash,itchy skin,dry patches,,,
Fungal Infections (Ringworm),red circular rash,flaky skin,itch,,,
Fungal Infections (Ringworm),scaly patches,ring rash,itchiness,,,
Fungal Infections (Ringworm),itchy inflamed ring rash,skin redness,cracks,,,
Fungal Infections (Ringworm),round rash,itching,scaly buildup,,,
Fungal Infections (Ringworm),itchy red patches,ring-like rash,skin irritation,,,
Fungal Infections (Ringworm),scaly dry rash,circular patches,itch,,,
Fungal Infections (Ringworm),ring spots,itching,flaky skin,,,
Fungal Infections (Ringworm),itchy circular rash,raised edges,red patches,,,
Fungal Infections (Ringworm),dry ring rash,scaly irritation,itchy skin,,,
Fungal Infections (Ringworm),itchy inflamed patches,ring-shaped rash,flaky skin,,,
Fungal Infections (Ringworm),red itchy ring rash,skin irritation,scaling,,,
Fungal Infections (Ringworm),round itchy rash,red patches,flaky skin,,,
Fungal Infections (Ringworm),ringworm rash,itching,skin dryness,,,
Fungal Infections (Ringworm),itchy ring spots,skin redness,peeling,,,
Fungal Infections (Ringworm),scaly inflamed ring rash,itchiness,skin irritation,,,
Fungal Infections (Ringworm),ring-like rash,itchy red skin,scaly patches,,,
Athlete’s Foot,itchy feet,red rash,peeling skin,,,
Athlete’s Foot,foot itching,toe rash,flaky skin,,,
Athlete’s Foot,peeling between toes,redness,itchiness,,,
Athlete’s Foot,itchy soles,cracks,scaly rash,,,
Athlete’s Foot,blisters on feet,itch,red rash,,,
Athlete’s Foot,toe itching,peeling skin,irritation,,,
Athlete’s Foot,red inflamed feet,scaly patches,itchiness,,,
Athlete’s Foot,foot rash,peeling,itchy skin,,,
Athlete’s Foot,itching between toes,dryness,redness,,,
Athlete’s Foot,cracked heels,foot itching,red rash,,,
Athlete’s Foot,itchy peeling toes,red skin,blisters,,,
Athlete’s Foot,scaly foot rash,irritation,itchiness,,,
Athlete’s Foot,itchy red patches on feet,peeling skin,swelling,,,
Athlete’s Foot,blistering toes,red rash,itchy irritation,,,
Athlete’s Foot,foot peeling,itching between toes,red spots,,,
Athlete’s Foot,scaly inflamed feet,itchiness,dry rash,,,
Athlete’s Foot,itchy foot rash,skin cracking,redness,,,
Athlete’s Foot,toe rash,scaly peeling skin,itch,,,
Athlete’s Foot,foot itching,swelling,blistered toes,,,
Athlete’s Foot,peeling skin,foot redness,itching,,,
Urticaria (Hives),itchy red welts,swelling,skin irritation,,,
Urticaria (Hives),raised itchy bumps,red rash,swelling,,,
Urticaria (Hives),skin hives,itch,redness,,,
Urticaria (Hives),itchy patches,raised welts,swollen skin,,,
Urticaria (Hives),red itchy rash,welts,skin swelling,,,
Urticaria (Hives),itching,skin redness,raised bumps,,,
Urticaria (Hives),skin irritation,welts,itchy rash,,,
Urticaria (Hives),itchy inflamed skin,red welts,swelling,,,
Urticaria (Hives),raised rash,itchiness,skin swelling,,,
Urticaria (Hives),hives outbreak,itch,red skin,,,
Urticaria (Hives),red welts,itchy skin,swelling,,,
Urticaria (Hives),skin rash,itch,raised itchy patches,,,
Urticaria (Hives),itchy welts,swollen rash,redness,,,
Urticaria (Hives),skin itching,raised bumps,red patches,,,
Urticaria (Hives),itchy red welts,skin swelling,irritation,,,
Urticaria (Hives),hives on arms,itchiness,redness,,,
Urticaria (Hives),raised itchy rash,swollen patches,skin irritation,,,
Urticaria (Hives),itchy skin rash,welts,swelling,,,
Urticaria (Hives),hives outbreak,red itchy bumps,irritation,,,
Urticaria (Hives),skin welts,itch,red inflamed patches,,,
Cellulitis,red swollen skin,warmth,pain,,,
Cellulitis,skin redness,swelling,tenderness,,,
Cellulitis,infected skin,warm to touch,pain,,,
Cellulitis,red rash,fever,swelling,,,
Cellulitis,painful skin,red warm patches,swelling,,,
Cellulitis,skin inflammation,heat,redness,,,
Cellulitis,swollen leg,red skin,pain,,,
Cellulitis,red warm area,fever,chills,,,
Cellulitis,skin tenderness,swelling,red streaks,,,
Cellulitis,painful red skin,swelling,heat,,,
Cellulitis,hot skin,red swollen rash,tenderness,,,
Cellulitis,red patch spreading,pain,swelling,,,
Cellulitis,skin infection,swollen area,fever,,,
Cellulitis,red streaks on skin,warmth,swelling,,,
Cellulitis,skin swelling,heat,pain,,,
Cellulitis,red warm patch,skin tenderness,fever,,,
Cellulitis,infected wound,swelling,redness,,,
Cellulitis,painful skin swelling,warmth,red patches,,,
Cellulitis,red tender rash,swelling,fever,,,
Cellulitis,hot swollen skin,pain,skin redness,,,
Boils,red swollen bump,filled with pus,pain,,,
Boils,painful lump,red skin,swelling,,,
Boils,skin abscess,fever,tenderness,,,
Boils,pus-filled bump,redness,itch,,,
Boils,swollen boil,painful to touch,fever,,,
Boils,skin lump,white pus head,redness,,,
Boils,boil on skin,pain,swelling,,,
Boils,red tender lump,pus discharge,fever,,,
Boils,painful abscess,red swollen area,skin warmth,,,
Boils,boil with pus,skin redness,itchiness,,,
Boils,painful red swelling,skin lump,tenderness,,,
Boils,large boil,fever,swelling,,,
Boils,pus-filled skin bump,irritation,pain,,,
Boils,boil near armpit,redness,swelling,,,
Boils,red painful abscess,skin warmth,fever,,,
Boils,painful pus bump,red swollen skin,itch,,,
Boils,boil on leg,swelling,pus,,,
Boils,boil with drainage,pain,fever,,,
Boils,painful red lump,swollen skin,tenderness,,,
Boils,skin abscess,fever,skin irritation,,,
Vitiligo,white skin patches,no itching,symmetrical spots,,,
Vitiligo,loss of skin color,patchy white areas,no pain,,,
Vitiligo,skin depigmentation,white spots,face patches,,,
Vitiligo,white patches,hands and feet,skin contrast,,,
Vitiligo,skin losing pigment,irregular white spots,no discomfort,,,
Vitiligo,white facial patches,hands involved,normal sensation,,,
Vitiligo,white flat spots,skin discoloration,symmetrical,,,
Vitiligo,loss of skin pigment,neck patches,hands affected,,,
Vitiligo,patchy white rash,no itching,cosmetic concern,,,
Vitiligo,white areas on arms,skin discoloration,no pain,,,
Vitiligo,skin patches,white depigmentation,around mouth,,,
Vitiligo,depigmented spots,arms,legs,,,
Vitiligo,irregular white patches,face,elbows,,,
Vitiligo,loss of pigment,forehead patches,no discomfort,,,
Vitiligo,white skin areas,back patches,hands involved,,,
Vitiligo,white depigmentation patches,neck,legs,,,
Vitiligo,patchy loss of color,hands,wrists,,,
Vitiligo,skin discoloration,flat white spots,no itching,,,
Vitiligo,patchy pigment loss,face patches,arms,,,
Vitiligo,depigmented skin,feet patches,hands,,,
Herpes Zoster (Shingles),painful skin rash,blisters,itching,,,
Herpes Zoster (Shingles),burning sensation,red rash,blisters,,,
Herpes Zoster (Shingles),itchy rash,fluid-filled blisters,nerve pain,,,
Herpes Zoster (Shingles),rash on one side,tingling,blisters,,,
Herpes Zoster (Shingles),nerve pain,rash,itchiness,,,
Herpes Zoster (Shingles),painful blisters,red streaks,itch,,,
Herpes Zoster (Shingles),burning pain,skin rash,blistering,,,
Herpes Zoster (Shingles),painful skin,fluid blisters,itch,,,
Herpes Zoster (Shingles),tingling rash,red spots,blisters,,,
Herpes Zoster (Shingles),rash on chest,nerve pain,itch,,,
Herpes Zoster (Shingles),skin irritation,blisters,red patches,,,
Herpes Zoster (Shingles),burning rash,fluid-filled skin bumps,itch,,,
Herpes Zoster (Shingles),severe pain,rash,nerve irritation,,,
Herpes Zoster (Shingles),itching,blisters,skin redness,,,
Herpes Zoster (Shingles),skin burning,rash,fluid spots,,,
Herpes Zoster (Shingles),painful rash,one side body,itch,,,
Herpes Zoster (Shingles),nerve irritation,red rash,blisters,,,
Herpes Zoster (Shingles),blistering rash,tingling,itchiness,,,
Herpes Zoster (Shingles),burning rash,painful blisters,red patches,,,
Herpes Zoster (Shingles),itchy blister rash,nerve pain,skin redness,,,
Urinary Tract Infection (UTI),burning urination,frequent urge,pelvic pain,,,
Urinary Tract Infection (UTI),painful urination,frequent urination,blood in urine,,,
Urinary Tract Infection (UTI),burning sensation,urine urgency,cloudy urine,,,
Urinary Tract Infection (UTI),pelvic pain,frequent urination,smelly urine,,,
Urinary Tract Infection (UTI),lower abdominal pain,frequent urination,fever,,,
Urinary Tract Infection (UTI),painful urination,cloudy urine,back pain,,,
Urinary Tract Infection (UTI),burning pee,frequent urge,small urine amount,,,
Urinary Tract Infection (UTI),pelvic pressure,urination pain,fever,,,
Urinary Tract Infection (UTI),pain in bladder area,frequent urination,blood in urine,,,
Urinary Tract Infection (UTI),burning urination,urgency,fever,,,
Urinary Tract Infection (UTI),cloudy strong-smelling urine,painful urination,backache,,,
Urinary Tract Infection (UTI),urine pain,frequent trips to toilet,fever,,,
Urinary Tract Infection (UTI),pelvic discomfort,smelly urine,pain while peeing,,,
Urinary Tract Infection (UTI),burning sensation,frequent urination,low fever,,,
Urinary Tract Infection (UTI),painful bladder,frequent urge,urine blood,,,
Urinary Tract Infection (UTI),burning while peeing,urgency,back pain,,,
Urinary Tract Infection (UTI),smelly urine,frequent urge,pelvic pain,,,
Urinary Tract Infection (UTI),urination pain,cloudy pee,abdominal discomfort,,,
Urinary Tract Infection (UTI),fever,frequent urination,urine blood,,,
Urinary Tract Infection (UTI),burning urination,back pain,smelly urine,,,
Kidney Stones,severe back pain,side pain,blood in urine,,,
Kidney Stones,sharp abdominal pain,pain during urination,nausea,,,
Kidney Stones,flank pain,burning urination,cloudy urine,,,
Kidney Stones,severe side pain,pink urine,vomiting,,,
Kidney Stones,back pain,urine urgency,fever,,,
Kidney Stones,sharp lower back pain,blood in urine,painful urination,,,
Kidney Stones,cramping side pain,frequent urination,nausea,,,
Kidney Stones,severe groin pain,burning pee,cloudy urine,,,
Kidney Stones,flank pain,blood in urine,chills,,,
Kidney Stones,severe abdominal pain,smelly urine,fever,,,
Kidney Stones,sharp back pain,urine blood,urgency,,,
Kidney Stones,lower side pain,nausea,vomiting,,,
Kidney Stones,severe groin pain,cloudy pee,painful urination,,,
Kidney Stones,sharp back ache,fever,burning urination,,,
Kidney Stones,flank pain,urination difficulty,red urine,,,
Kidney Stones,groin pain,smelly urine,urgency,,,
Kidney Stones,severe lower abdominal pain,cloudy pee,back pain,,,
Kidney Stones,sharp side pain,burning urination,nausea,,,
Kidney Stones,flank ache,blood in pee,urination pain,,,
Kidney Stones,severe back pain,vomiting,smelly urine,,,
Chronic Kidney Disease,fatigue,swelling in legs,loss of appetite,,,
Chronic Kidney Disease,weakness,swollen ankles,frequent urination at night,,,
Chronic Kidney Disease,tiredness,high blood pressure,itchy skin,,,
Chronic Kidney Disease,poor appetite,swelling in feet,nausea,,,
Chronic Kidney Disease,fatigue,urination changes,ankle swelling,,,
Chronic Kidney Disease,itchy skin,dryness,frequent urination,,,
Chronic Kidney Disease,weakness,back pain,loss of appetite,,,
Chronic Kidney Disease,swollen legs,fatigue,difficulty concentrating,,,
Chronic Kidney Disease,tiredness,nausea,itching,,,
Chronic Kidney Disease,high blood pressure,ankle swelling,fatigue,,,
Chronic Kidney Disease,swelling in feet,urination problems,headache,,,
Chronic Kidney Disease,poor appetite,weight loss,weakness,,,
Chronic Kidney Disease,fatigue,dry itchy skin,swollen legs,,,
Chronic Kidney Disease,swollen ankles,urination changes,nausea,,,
Chronic Kidney Disease,weakness,difficulty sleeping,headaches,,,
Chronic Kidney Disease,frequent urination at night,itchy skin,fatigue,,,
Chronic Kidney Disease,tiredness,swelling in feet,loss of appetite,,,
Chronic Kidney Disease,itchy skin,dryness,urination changes,,,
Chronic Kidney Disease,swelling in ankles,fatigue,nausea,,,
Chronic Kidney Disease,high blood pressure,weakness,loss of appetite,,,
Acute Kidney Injury,decreased urine output,swelling in legs,fatigue,,,
Acute Kidney Injury,low urine,shortness of breath,confusion,,,
Acute Kidney Injury,reduced urination,swelling in ankles,nausea,,,
Acute Kidney Injury,low urine volume,fluid retention,weakness,,,
Acute Kidney Injury,urine decrease,swelling in feet,shortness of breath,,,
Acute Kidney Injury,low pee,confusion,fatigue,,,
Acute Kidney Injury,reduced urine,blood in urine,swelling,,,
Acute Kidney Injury,decreased urination,back pain,fever,,,
Acute Kidney Injury,low urine,fluid retention,loss of appetite,,,
Acute Kidney Injury,reduced urine output,swelling in legs,weakness,,,
Acute Kidney Injury,urination decline,confusion,shortness of breath,,,
Acute Kidney Injury,low urine,swelling,fatigue,,,
Acute Kidney Injury,decreased urination,nausea,vomiting,,,
Acute Kidney Injury,low urine output,leg swelling,headache,,,
Acute Kidney Injury,urination drop,weakness,shortness of breath,,,
Acute Kidney Injury,decreased urine volume,back pain,fatigue,,,
Acute Kidney Injury,low urination,fever,swelling,,,
Acute Kidney Injury,urine decrease,confusion,nausea,,,
Acute Kidney Injury,low urine,leg swelling,loss of appetite,,,
Acute Kidney Injury,reduced urine,fluid build up,weakness,,,
Cystitis,frequent urination,burning pee,lower abdominal pain,,,
Cystitis,painful urination,urgency,cloudy urine,,,
Cystitis,frequent urge,smelly urine,pelvic pain,,,
Cystitis,burning urination,urgency,fever,,,
Cystitis,frequent pee,painful bladder,back pain,,,
Cystitis,urine urgency,cloudy urine,burning sensation,,,
Cystitis,frequent urination,pelvic discomfort,fever,,,
Cystitis,burning sensation,frequent trips to toilet,smelly urine,,,
Cystitis,frequent urination,painful pee,cloudy urine,,,
Cystitis,urgency,burning urination,lower abdominal pain,,,
Cystitis,smelly urine,frequent urge,backache,,,
Cystitis,cloudy urine,pelvic pressure,pain while peeing,,,
Cystitis,burning urination,urgency,fever,,,
Cystitis,frequent trips to toilet,pelvic discomfort,smelly urine,,,
Cystitis,pain while urinating,urgency,cloudy pee,,,
Cystitis,frequent urination,burning sensation,fever,,,
Cystitis,lower abdominal pain,urgency,smelly urine,,,
Cystitis,cloudy urine,painful urination,back pain,,,
Cystitis,frequent urination,fever,urgency,,,
Cystitis,burning urination,frequent urge,pelvic pain,,,
Pyelonephritis,fever,chills,back pain,,,
Pyelonephritis,high fever,flank pain,nausea,,,
Pyelonephritis,fever,back pain,frequent urination,,,
Pyelonephritis,chills,abdominal pain,burning urination,,,
Pyelonephritis,fever,flank pain,vomiting,,,
Pyelonephritis,back pain,frequent urination,cloudy urine,,,
Pyelonephritis,high fever,shivering,painful urination,,,
Pyelonephritis,fever,flank ache,smelly urine,,,
Pyelonephritis,back pain,chills,nausea,,,
Pyelonephritis,high fever,urine blood,vomiting,,,
Pyelonephritis,flank pain,fever,frequent urination,,,
Pyelonephritis,chills,back ache,smelly urine,,,
Pyelonephritis,fever,lower abdominal pain,cloudy urine,,,
Pyelonephritis,high fever,flank tenderness,burning urination,,,
Pyelonephritis,back pain,fever,urine urgency,,,
Pyelonephritis,chills,flank pain,smelly urine,,,
Pyelonephritis,fever,nausea,vomiting,,,
Pyelonephritis,high fever,shivering,frequent urination,,,
Pyelonephritis,back ache,fever,cloudy urine,,,
Pyelonephritis,fever,chills,urination pain,,,
Nephrotic Syndrome,swelling around eyes,swelling in ankles,foamy urine,,,
Nephrotic Syndrome,swollen feet,fatigue,weight gain,,,
Nephrotic Syndrome,ankle swelling,loss of appetite,foamy pee,,,
Nephrotic Syndrome,puffy eyes,leg swelling,weakness,,,
Nephrotic Syndrome,swollen ankles,foamy urine,shortness of breath,,,
Nephrotic Syndrome,swelling in feet,fatigue,loss of appetite,,,
Nephrotic Syndrome,leg swelling,foamy pee,tiredness,,,
Nephrotic Syndrome,swelling around eyes,loss of appetite,weight gain,,,
Nephrotic Syndrome,ankle swelling,foamy urine,fatigue,,,
Nephrotic Syndrome,swollen legs,weakness,puffy eyes,,,
Nephrotic Syndrome,foamy urine,swelling in ankles,loss of appetite,,,
Nephrotic Syndrome,swelling around eyes,fatigue,shortness of breath,,,
Nephrotic Syndrome,swollen feet,foamy urine,weakness,,,
Nephrotic Syndrome,ankle swelling,weight gain,fatigue,,,
Nephrotic Syndrome,swelling in eyes,leg swelling,loss of appetite,,,
Nephrotic Syndrome,swollen ankles,foamy pee,weakness,,,
Nephrotic Syndrome,swelling in legs,fatigue,puffy eyes,,,
Nephrotic Syndrome,ankle swelling,shortness of breath,foamy urine,,,
Nephrotic Syndrome,swelling around eyes,weight gain,weakness,,,
Nephrotic Syndrome,swollen ankles,fatigue,loss of appetite,,,
Prostatitis,painful urination,frequent urge,lower back pain,,,
Prostatitis,urination difficulty,pelvic pain,fever,,,
Prostatitis,burning pee,frequent urination,chills,,,
Prostatitis,urination pain,groin pain,low back ache,,,
Prostatitis,frequent urination,painful bladder,fever,,,
Prostatitis,urination urgency,smelly urine,pelvic discomfort,,,
Prostatitis,lower abdominal pain,pain while peeing,chills,,,
Prostatitis,painful urination,back pain,fever,,,
Prostatitis,frequent urge,pelvic pressure,urination pain,,,
Prostatitis,urination difficulty,groin ache,fever,,,
Prostatitis,burning urination,back ache,chills,,,
Prostatitis,pain while urinating,fever,groin pain,,,
Prostatitis,frequent urination,smelly urine,pelvic discomfort,,,
Prostatitis,painful pee,chills,lower abdominal pain,,,
Prostatitis,frequent urge,pelvic pressure,fever,,,
Prostatitis,back pain,urination pain,groin ache,,,
Prostatitis,urine urgency,painful urination,chills,,,
Prostatitis,pelvic discomfort,fever,back ache,,,
Prostatitis,urination difficulty,pelvic pain,frequent urge,,,
Prostatitis,burning pee,groin pain,fever,,,
Benign Prostatic Hyperplasia (BPH),frequent urination,weak urine stream,urgency,,,
Benign Prostatic Hyperplasia (BPH),difficulty starting urination,frequent night urination,weak flow,,,
Benign Prostatic Hyperplasia (BPH),urination hesitation,dribbling after pee,incomplete emptying,,,
Benign Prostatic Hyperplasia (BPH),frequent urge,weak stream,nocturia,,,
Benign Prostatic Hyperplasia (BPH),urination urgency,weak pee,interrupted stream,,,
Benign Prostatic Hyperplasia (BPH),difficulty starting,frequent urination at night,weak flow,,,
Benign Prostatic Hyperplasia (BPH),weak stream,dribbling after urination,incomplete emptying,,,
Benign Prostatic Hyperplasia (BPH),frequent urination,urgency,nocturia,,,
Benign Prostatic Hyperplasia (BPH),hesitant urination,weak pee stream,frequent urge,,,
Benign Prostatic Hyperplasia (BPH),incomplete bladder emptying,weak flow,urgency,,,
